"STATISTIC Label","Year","Age Group","Sex","Region","UNIT","VALUE"
"Estimated Population (Persons in April)","2021","80 - 84 years","Female","Mid-East","Thousand","5.9"
"Estimated Population (Persons in April)","2021","80 - 84 years","Female","Midland","Thousand","2.8"
"Estimated Population (Persons in April)","2021","85 years and over","Both sexes","State","Thousand","77.5"
"Estimated Population (Persons in April)","2021","85 years and over","Both sexes","Border","Thousand","7.5"
"Estimated Population (Persons in April)","2021","85 years and over","Both sexes","West","Thousand","9"
"Estimated Population (Persons in April)","2021","85 years and over","Both sexes","Mid-West","Thousand","8.7"
"Estimated Population (Persons in April)","2021","85 years and over","Both sexes","South-East","Thousand","7.5"
"Estimated Population (Persons in April)","2021","85 years and over","Both sexes","South-West","Thousand","11.7"
"Estimated Population (Persons in April)","2021","85 years and over","Both sexes","Dublin","Thousand","20.9"
"Estimated Population (Persons in April)","2021","85 years and over","Both sexes","Mid-East","Thousand","8.4"
"Estimated Population (Persons in April)","2021","85 years and over","Both sexes","Midland","Thousand","3.8"
"Estimated Population (Persons in April)","2021","85 years and over","Male","State","Thousand","28.6"
"Estimated Population (Persons in April)","2021","85 years and over","Male","Border","Thousand","2.8"
"Estimated Population (Persons in April)","2021","85 years and over","Male","West","Thousand","3.5"
"Estimated Population (Persons in April)","2021","85 years and over","Male","Mid-West","Thousand","3.3"
"Estimated Population (Persons in April)","2021","85 years and over","Male","South-East","Thousand","2.8"
"Estimated Population (Persons in April)","2021","85 years and over","Male","South-West","Thousand","4.3"
"Estimated Population (Persons in April)","2021","85 years and over","Male","Dublin","Thousand","7.2"
"Estimated Population (Persons in April)","2021","85 years and over","Male","Mid-East","Thousand","3"
"Estimated Population (Persons in April)","2021","85 years and over","Male","Midland","Thousand","1.6"
"Estimated Population (Persons in April)","2021","85 years and over","Female","State","Thousand","49"
"Estimated Population (Persons in April)","2021","85 years and over","Female","Border","Thousand","4.6"
"Estimated Population (Persons in April)","2021","85 years and over","Female","West","Thousand","5.5"
"Estimated Population (Persons in April)","2021","85 years and over","Female","Mid-West","Thousand","5.4"
"Estimated Population (Persons in April)","2021","85 years and over","Female","South-East","Thousand","4.7"
"Estimated Population (Persons in April)","2021","85 years and over","Female","South-West","Thousand","7.4"
"Estimated Population (Persons in April)","2021","85 years and over","Female","Dublin","Thousand","13.7"
"Estimated Population (Persons in April)","2021","85 years and over","Female","Mid-East","Thousand","5.4"
"Estimated Population (Persons in April)","2021","85 years and over","Female","Midland","Thousand","2.3"
"Estimated Population (Persons in April)","2021","All ages","Both sexes","State","Thousand","5074.7"
"Estimated Population (Persons in April)","2021","All ages","Both sexes","Border","Thousand","417.1"
"Estimated Population (Persons in April)","2021","All ages","Both sexes","West","Thousand","475.4"
"Estimated Population (Persons in April)","2021","All ages","Both sexes","Mid-West","Thousand","499.6"
"Estimated Population (Persons in April)","2021","All ages","Both sexes","South-East","Thousand","451.2"
"Estimated Population (Persons in April)","2021","All ages","Both sexes","South-West","Thousand","727.4"
"Estimated Population (Persons in April)","2021","All ages","Both sexes","Dublin","Thousand","1434.6"
"Estimated Population (Persons in April)","2021","All ages","Both sexes","Mid-East","Thousand","755.3"
"Estimated Population (Persons in April)","2021","All ages","Both sexes","Midland","Thousand","314.2"
"Estimated Population (Persons in April)","2021","All ages","Male","State","Thousand","2514"
"Estimated Population (Persons in April)","2021","All ages","Male","Border","Thousand","208.2"
"Estimated Population (Persons in April)","2021","All ages","Male","West","Thousand","236.2"
"Estimated Population (Persons in April)","2021","All ages","Male","Mid-West","Thousand","249.4"
"Estimated Population (Persons in April)","2021","All ages","Male","South-East","Thousand","223.7"
"Estimated Population (Persons in April)","2021","All ages","Male","South-West","Thousand","360.3"
"Estimated Population (Persons in April)","2021","All ages","Male","Dublin","Thousand","703.5"
"Estimated Population (Persons in April)","2021","All ages","Male","Mid-East","Thousand","375.3"
"Estimated Population (Persons in April)","2021","All ages","Male","Midland","Thousand","157.4"
"Estimated Population (Persons in April)","2021","All ages","Female","State","Thousand","2560.6"
"Estimated Population (Persons in April)","2021","All ages","Female","Border","Thousand","208.9"
"Estimated Population (Persons in April)","2021","All ages","Female","West","Thousand","239.2"
"Estimated Population (Persons in April)","2021","All ages","Female","Mid-West","Thousand","250.2"
"Estimated Population (Persons in April)","2021","All ages","Female","South-East","Thousand","227.5"
"Estimated Population (Persons in April)","2021","All ages","Female","South-West","Thousand","367"
"Estimated Population (Persons in April)","2021","All ages","Female","Dublin","Thousand","731.1"
"Estimated Population (Persons in April)","2021","All ages","Female","Mid-East","Thousand","380"
"Estimated Population (Persons in April)","2021","All ages","Female","Midland","Thousand","156.7"
"Estimated Population (Persons in April)","2022","0 - 4 years","Both sexes","State","Thousand","295.8"
"Estimated Population (Persons in April)","2022","0 - 4 years","Both sexes","Border","Thousand","25.4"
"Estimated Population (Persons in April)","2022","0 - 4 years","Both sexes","West","Thousand","27.6"
"Estimated Population (Persons in April)","2022","0 - 4 years","Both sexes","Mid-West","Thousand","28.5"
"Estimated Population (Persons in April)","2022","0 - 4 years","Both sexes","South-East","Thousand","25.3"
"Estimated Population (Persons in April)","2022","0 - 4 years","Both sexes","South-West","Thousand","41.3"
"Estimated Population (Persons in April)","2022","0 - 4 years","Both sexes","Dublin","Thousand","81.6"
"Estimated Population (Persons in April)","2022","0 - 4 years","Both sexes","Mid-East","Thousand","47.1"
"Estimated Population (Persons in April)","2022","0 - 4 years","Both sexes","Midland","Thousand","19"
"Estimated Population (Persons in April)","2022","0 - 4 years","Male","State","Thousand","151.6"
"Estimated Population (Persons in April)","2022","0 - 4 years","Male","Border","Thousand","13"
"Estimated Population (Persons in April)","2022","0 - 4 years","Male","West","Thousand","14.2"
"Estimated Population (Persons in April)","2022","0 - 4 years","Male","Mid-West","Thousand","14.5"
"Estimated Population (Persons in April)","2022","0 - 4 years","Male","South-East","Thousand","12.9"
"Estimated Population (Persons in April)","2022","0 - 4 years","Male","South-West","Thousand","21"
"Estimated Population (Persons in April)","2022","0 - 4 years","Male","Dublin","Thousand","41.9"
"Estimated Population (Persons in April)","2022","0 - 4 years","Male","Mid-East","Thousand","24.4"
"Estimated Population (Persons in April)","2022","0 - 4 years","Male","Midland","Thousand","9.7"
"Estimated Population (Persons in April)","2022","0 - 4 years","Female","State","Thousand","144.2"
"Estimated Population (Persons in April)","2022","0 - 4 years","Female","Border","Thousand","12.4"
"Estimated Population (Persons in April)","2022","0 - 4 years","Female","West","Thousand","13.4"
"Estimated Population (Persons in April)","2022","0 - 4 years","Female","Mid-West","Thousand","14"
"Estimated Population (Persons in April)","2022","0 - 4 years","Female","South-East","Thousand","12.4"
"Estimated Population (Persons in April)","2022","0 - 4 years","Female","South-West","Thousand","20.3"
"Estimated Population (Persons in April)","2022","0 - 4 years","Female","Dublin","Thousand","39.8"
"Estimated Population (Persons in April)","2022","0 - 4 years","Female","Mid-East","Thousand","22.7"
"Estimated Population (Persons in April)","2022","0 - 4 years","Female","Midland","Thousand","9.2"
"Estimated Population (Persons in April)","2022","5 - 9 years","Both sexes","State","Thousand","343.6"
"Estimated Population (Persons in April)","2022","5 - 9 years","Both sexes","Border","Thousand","29.2"
"Estimated Population (Persons in April)","2022","5 - 9 years","Both sexes","West","Thousand","32.2"
"Estimated Population (Persons in April)","2022","5 - 9 years","Both sexes","Mid-West","Thousand","32.9"
"Estimated Population (Persons in April)","2022","5 - 9 years","Both sexes","South-East","Thousand","30.7"
"Estimated Population (Persons in April)","2022","5 - 9 years","Both sexes","South-West","Thousand","48.3"
"Estimated Population (Persons in April)","2022","5 - 9 years","Both sexes","Dublin","Thousand","91.4"
"Estimated Population (Persons in April)","2022","5 - 9 years","Both sexes","Mid-East","Thousand","56"
"Estimated Population (Persons in April)","2022","5 - 9 years","Both sexes","Midland","Thousand","22.9"
"Estimated Population (Persons in April)","2022","5 - 9 years","Male","State","Thousand","175.9"
"Estimated Population (Persons in April)","2022","5 - 9 years","Male","Border","Thousand","15"
"Estimated Population (Persons in April)","2022","5 - 9 years","Male","West","Thousand","16.6"
"Estimated Population (Persons in April)","2022","5 - 9 years","Male","Mid-West","Thousand","16.9"
"Estimated Population (Persons in April)","2022","5 - 9 years","Male","South-East","Thousand","15.8"
"Estimated Population (Persons in April)","2022","5 - 9 years","Male","South-West","Thousand","24.7"
"Estimated Population (Persons in April)","2022","5 - 9 years","Male","Dublin","Thousand","46.6"
"Estimated Population (Persons in April)","2022","5 - 9 years","Male","Mid-East","Thousand","28.6"
"Estimated Population (Persons in April)","2022","5 - 9 years","Male","Midland","Thousand","11.7"
"Estimated Population (Persons in April)","2022","5 - 9 years","Female","State","Thousand","167.7"
"Estimated Population (Persons in April)","2022","5 - 9 years","Female","Border","Thousand","14.1"
"Estimated Population (Persons in April)","2022","5 - 9 years","Female","West","Thousand","15.6"
"Estimated Population (Persons in April)","2022","5 - 9 years","Female","Mid-West","Thousand","16.1"
"Estimated Population (Persons in April)","2022","5 - 9 years","Female","South-East","Thousand","14.9"
"Estimated Population (Persons in April)","2022","5 - 9 years","Female","South-West","Thousand","23.5"
"Estimated Population (Persons in April)","2022","5 - 9 years","Female","Dublin","Thousand","44.8"
"Estimated Population (Persons in April)","2022","5 - 9 years","Female","Mid-East","Thousand","27.4"
"Estimated Population (Persons in April)","2022","5 - 9 years","Female","Midland","Thousand","11.1"
"Estimated Population (Persons in April)","2022","10 - 14 years","Both sexes","State","Thousand","374.9"
"Estimated Population (Persons in April)","2022","10 - 14 years","Both sexes","Border","Thousand","32.3"
"Estimated Population (Persons in April)","2022","10 - 14 years","Both sexes","West","Thousand","34.5"
"Estimated Population (Persons in April)","2022","10 - 14 years","Both sexes","Mid-West","Thousand","36.6"
"Estimated Population (Persons in April)","2022","10 - 14 years","Both sexes","South-East","Thousand","34.3"
"Estimated Population (Persons in April)","2022","10 - 14 years","Both sexes","South-West","Thousand","52.8"
"Estimated Population (Persons in April)","2022","10 - 14 years","Both sexes","Dublin","Thousand","96.8"
"Estimated Population (Persons in April)","2022","10 - 14 years","Both sexes","Mid-East","Thousand","62.4"
"Estimated Population (Persons in April)","2022","10 - 14 years","Both sexes","Midland","Thousand","25.2"
"Estimated Population (Persons in April)","2022","10 - 14 years","Male","State","Thousand","191.5"
"Estimated Population (Persons in April)","2022","10 - 14 years","Male","Border","Thousand","16.5"
"Estimated Population (Persons in April)","2022","10 - 14 years","Male","West","Thousand","17.7"
"Estimated Population (Persons in April)","2022","10 - 14 years","Male","Mid-West","Thousand","18.7"
"Estimated Population (Persons in April)","2022","10 - 14 years","Male","South-East","Thousand","17.5"
"Estimated Population (Persons in April)","2022","10 - 14 years","Male","South-West","Thousand","26.7"
"Estimated Population (Persons in April)","2022","10 - 14 years","Male","Dublin","Thousand","49.5"
"Estimated Population (Persons in April)","2022","10 - 14 years","Male","Mid-East","Thousand","31.8"
"Estimated Population (Persons in April)","2022","10 - 14 years","Male","Midland","Thousand","13"
"Estimated Population (Persons in April)","2022","10 - 14 years","Female","State","Thousand","183.4"
"Estimated Population (Persons in April)","2022","10 - 14 years","Female","Border","Thousand","15.7"
"Estimated Population (Persons in April)","2022","10 - 14 years","Female","West","Thousand","16.8"
"Estimated Population (Persons in April)","2022","10 - 14 years","Female","Mid-West","Thousand","17.9"
"Estimated Population (Persons in April)","2022","10 - 14 years","Female","South-East","Thousand","16.7"
"Estimated Population (Persons in April)","2022","10 - 14 years","Female","South-West","Thousand","26.1"
"Estimated Population (Persons in April)","2022","10 - 14 years","Female","Dublin","Thousand","47.3"
"Estimated Population (Persons in April)","2022","10 - 14 years","Female","Mid-East","Thousand","30.6"
"Estimated Population (Persons in April)","2022","10 - 14 years","Female","Midland","Thousand","12.2"
"Estimated Population (Persons in April)","2022","15 - 19 years","Both sexes","State","Thousand","337.8"
"Estimated Population (Persons in April)","2022","15 - 19 years","Both sexes","Border","Thousand","28.7"
"Estimated Population (Persons in April)","2022","15 - 19 years","Both sexes","West","Thousand","31.9"
"Estimated Population (Persons in April)","2022","15 - 19 years","Both sexes","Mid-West","Thousand","33.6"
"Estimated Population (Persons in April)","2022","15 - 19 years","Both sexes","South-East","Thousand","31.3"
"Estimated Population (Persons in April)","2022","15 - 19 years","Both sexes","South-West","Thousand","47.7"
"Estimated Population (Persons in April)","2022","15 - 19 years","Both sexes","Dublin","Thousand","87.2"
"Estimated Population (Persons in April)","2022","15 - 19 years","Both sexes","Mid-East","Thousand","54.8"
"Estimated Population (Persons in April)","2022","15 - 19 years","Both sexes","Midland","Thousand","22.5"
"Estimated Population (Persons in April)","2022","15 - 19 years","Male","State","Thousand","172.6"
"Estimated Population (Persons in April)","2022","15 - 19 years","Male","Border","Thousand","14.7"
"Estimated Population (Persons in April)","2022","15 - 19 years","Male","West","Thousand","16.2"
"Estimated Population (Persons in April)","2022","15 - 19 years","Male","Mid-West","Thousand","17.2"
"Estimated Population (Persons in April)","2022","15 - 19 years","Male","South-East","Thousand","16.1"
"Estimated Population (Persons in April)","2022","15 - 19 years","Male","South-West","Thousand","24.5"
"Estimated Population (Persons in April)","2022","15 - 19 years","Male","Dublin","Thousand","44.1"
"Estimated Population (Persons in April)","2022","15 - 19 years","Male","Mid-East","Thousand","28.1"
"Estimated Population (Persons in April)","2022","15 - 19 years","Male","Midland","Thousand","11.6"
"Estimated Population (Persons in April)","2022","15 - 19 years","Female","State","Thousand","165.1"
"Estimated Population (Persons in April)","2022","15 - 19 years","Female","Border","Thousand","14"
"Estimated Population (Persons in April)","2022","15 - 19 years","Female","West","Thousand","15.6"
"Estimated Population (Persons in April)","2022","15 - 19 years","Female","Mid-West","Thousand","16.4"
"Estimated Population (Persons in April)","2022","15 - 19 years","Female","South-East","Thousand","15.2"
"Estimated Population (Persons in April)","2022","15 - 19 years","Female","South-West","Thousand","23.2"
"Estimated Population (Persons in April)","2022","15 - 19 years","Female","Dublin","Thousand","43.1"
"Estimated Population (Persons in April)","2022","15 - 19 years","Female","Mid-East","Thousand","26.8"
"Estimated Population (Persons in April)","2022","15 - 19 years","Female","Midland","Thousand","10.9"
"Estimated Population (Persons in April)","2022","20 - 24 years","Both sexes","State","Thousand","311.9"
"Estimated Population (Persons in April)","2022","20 - 24 years","Both sexes","Border","Thousand","22.6"
"Estimated Population (Persons in April)","2022","20 - 24 years","Both sexes","West","Thousand","28.5"
"Estimated Population (Persons in April)","2022","20 - 24 years","Both sexes","Mid-West","Thousand","29.7"
"Estimated Population (Persons in April)","2022","20 - 24 years","Both sexes","South-East","Thousand","25.7"
"Estimated Population (Persons in April)","2022","20 - 24 years","Both sexes","South-West","Thousand","43.4"
"Estimated Population (Persons in April)","2022","20 - 24 years","Both sexes","Dublin","Thousand","98.8"
"Estimated Population (Persons in April)","2022","20 - 24 years","Both sexes","Mid-East","Thousand","45.1"
"Estimated Population (Persons in April)","2022","20 - 24 years","Both sexes","Midland","Thousand","18.2"
"Estimated Population (Persons in April)","2022","20 - 24 years","Male","State","Thousand","158"
"Estimated Population (Persons in April)","2022","20 - 24 years","Male","Border","Thousand","11.6"
"Estimated Population (Persons in April)","2022","20 - 24 years","Male","West","Thousand","14.3"
"Estimated Population (Persons in April)","2022","20 - 24 years","Male","Mid-West","Thousand","15.1"
"Estimated Population (Persons in April)","2022","20 - 24 years","Male","South-East","Thousand","13.2"
"Estimated Population (Persons in April)","2022","20 - 24 years","Male","South-West","Thousand","21.9"
"Estimated Population (Persons in April)","2022","20 - 24 years","Male","Dublin","Thousand","49"
"Estimated Population (Persons in April)","2022","20 - 24 years","Male","Mid-East","Thousand","23.5"
"Estimated Population (Persons in April)","2022","20 - 24 years","Male","Midland","Thousand","9.4"
"Estimated Population (Persons in April)","2022","20 - 24 years","Female","State","Thousand","153.9"
"Estimated Population (Persons in April)","2022","20 - 24 years","Female","Border","Thousand","10.9"
"Estimated Population (Persons in April)","2022","20 - 24 years","Female","West","Thousand","14.2"
"Estimated Population (Persons in April)","2022","20 - 24 years","Female","Mid-West","Thousand","14.6"
"Estimated Population (Persons in April)","2022","20 - 24 years","Female","South-East","Thousand","12.5"
"Estimated Population (Persons in April)","2022","20 - 24 years","Female","South-West","Thousand","21.5"
"Estimated Population (Persons in April)","2022","20 - 24 years","Female","Dublin","Thousand","49.9"
"Estimated Population (Persons in April)","2022","20 - 24 years","Female","Mid-East","Thousand","21.6"
"Estimated Population (Persons in April)","2022","20 - 24 years","Female","Midland","Thousand","8.8"
"Estimated Population (Persons in April)","2022","25 - 29 years","Both sexes","State","Thousand","299.1"
"Estimated Population (Persons in April)","2022","25 - 29 years","Both sexes","Border","Thousand","19.4"
"Estimated Population (Persons in April)","2022","25 - 29 years","Both sexes","West","Thousand","24.2"
"Estimated Population (Persons in April)","2022","25 - 29 years","Both sexes","Mid-West","Thousand","26.6"
"Estimated Population (Persons in April)","2022","25 - 29 years","Both sexes","South-East","Thousand","22.9"
"Estimated Population (Persons in April)","2022","25 - 29 years","Both sexes","South-West","Thousand","40.2"
"Estimated Population (Persons in April)","2022","25 - 29 years","Both sexes","Dublin","Thousand","111.4"
"Estimated Population (Persons in April)","2022","25 - 29 years","Both sexes","Mid-East","Thousand","38.3"
"Estimated Population (Persons in April)","2022","25 - 29 years","Both sexes","Midland","Thousand","16.2"
"Estimated Population (Persons in April)","2022","25 - 29 years","Male","State","Thousand","149.1"
"Estimated Population (Persons in April)","2022","25 - 29 years","Male","Border","Thousand","9.8"
"Estimated Population (Persons in April)","2022","25 - 29 years","Male","West","Thousand","12.2"
"Estimated Population (Persons in April)","2022","25 - 29 years","Male","Mid-West","Thousand","13.3"
"Estimated Population (Persons in April)","2022","25 - 29 years","Male","South-East","Thousand","11.3"
"Estimated Population (Persons in April)","2022","25 - 29 years","Male","South-West","Thousand","20.2"
"Estimated Population (Persons in April)","2022","25 - 29 years","Male","Dublin","Thousand","55.2"
"Estimated Population (Persons in April)","2022","25 - 29 years","Male","Mid-East","Thousand","18.9"
"Estimated Population (Persons in April)","2022","25 - 29 years","Male","Midland","Thousand","8.1"
"Estimated Population (Persons in April)","2022","25 - 29 years","Female","State","Thousand","150"
"Estimated Population (Persons in April)","2022","25 - 29 years","Female","Border","Thousand","9.5"
"Estimated Population (Persons in April)","2022","25 - 29 years","Female","West","Thousand","12"
"Estimated Population (Persons in April)","2022","25 - 29 years","Female","Mid-West","Thousand","13.3"
"Estimated Population (Persons in April)","2022","25 - 29 years","Female","South-East","Thousand","11.6"
"Estimated Population (Persons in April)","2022","25 - 29 years","Female","South-West","Thousand","20"
"Estimated Population (Persons in April)","2022","25 - 29 years","Female","Dublin","Thousand","56.2"
"Estimated Population (Persons in April)","2022","25 - 29 years","Female","Mid-East","Thousand","19.3"
"Estimated Population (Persons in April)","2022","25 - 29 years","Female","Midland","Thousand","8.1"
"Estimated Population (Persons in April)","2022","30 - 34 years","Both sexes","State","Thousand","334.5"
"Estimated Population (Persons in April)","2022","30 - 34 years","Both sexes","Border","Thousand","23"
"Estimated Population (Persons in April)","2022","30 - 34 years","Both sexes","West","Thousand","27.8"
"Estimated Population (Persons in April)","2022","30 - 34 years","Both sexes","Mid-West","Thousand","29.1"
"Estimated Population (Persons in April)","2022","30 - 34 years","Both sexes","South-East","Thousand","26.5"
"Estimated Population (Persons in April)","2022","30 - 34 years","Both sexes","South-West","Thousand","44.9"
"Estimated Population (Persons in April)","2022","30 - 34 years","Both sexes","Dublin","Thousand","118.1"
"Estimated Population (Persons in April)","2022","30 - 34 years","Both sexes","Mid-East","Thousand","46.1"
"Estimated Population (Persons in April)","2022","30 - 34 years","Both sexes","Midland","Thousand","18.9"
"Estimated Population (Persons in April)","2022","30 - 34 years","Male","State","Thousand","161.4"
"Estimated Population (Persons in April)","2022","30 - 34 years","Male","Border","Thousand","11"
"Estimated Population (Persons in April)","2022","30 - 34 years","Male","West","Thousand","13.4"
"Estimated Population (Persons in April)","2022","30 - 34 years","Male","Mid-West","Thousand","14.1"
"Estimated Population (Persons in April)","2022","30 - 34 years","Male","South-East","Thousand","12.8"
"Estimated Population (Persons in April)","2022","30 - 34 years","Male","South-West","Thousand","21.6"
"Estimated Population (Persons in April)","2022","30 - 34 years","Male","Dublin","Thousand","57.6"
"Estimated Population (Persons in April)","2022","30 - 34 years","Male","Mid-East","Thousand","21.9"
"Estimated Population (Persons in April)","2022","30 - 34 years","Male","Midland","Thousand","9.1"
"Estimated Population (Persons in April)","2022","30 - 34 years","Female","State","Thousand","173.1"
"Estimated Population (Persons in April)","2022","30 - 34 years","Female","Border","Thousand","12.1"
"Estimated Population (Persons in April)","2022","30 - 34 years","Female","West","Thousand","14.4"
"Estimated Population (Persons in April)","2022","30 - 34 years","Female","Mid-West","Thousand","15"
"Estimated Population (Persons in April)","2022","30 - 34 years","Female","South-East","Thousand","13.7"
"Estimated Population (Persons in April)","2022","30 - 34 years","Female","South-West","Thousand","23.3"
"Estimated Population (Persons in April)","2022","30 - 34 years","Female","Dublin","Thousand","60.5"
"Estimated Population (Persons in April)","2022","30 - 34 years","Female","Mid-East","Thousand","24.3"
"Estimated Population (Persons in April)","2022","30 - 34 years","Female","Midland","Thousand","9.8"
"Estimated Population (Persons in April)","2022","35 - 39 years","Both sexes","State","Thousand","385.8"
"Estimated Population (Persons in April)","2022","35 - 39 years","Both sexes","Border","Thousand","28.7"
"Estimated Population (Persons in April)","2022","35 - 39 years","Both sexes","West","Thousand","33.9"
"Estimated Population (Persons in April)","2022","35 - 39 years","Both sexes","Mid-West","Thousand","35.2"
"Estimated Population (Persons in April)","2022","35 - 39 years","Both sexes","South-East","Thousand","31.7"
"Estimated Population (Persons in April)","2022","35 - 39 years","Both sexes","South-West","Thousand","53.5"
"Estimated Population (Persons in April)","2022","35 - 39 years","Both sexes","Dublin","Thousand","120.8"
"Estimated Population (Persons in April)","2022","35 - 39 years","Both sexes","Mid-East","Thousand","58.2"
"Estimated Population (Persons in April)","2022","35 - 39 years","Both sexes","Midland","Thousand","23.8"
"Estimated Population (Persons in April)","2022","35 - 39 years","Male","State","Thousand","184.3"
"Estimated Population (Persons in April)","2022","35 - 39 years","Male","Border","Thousand","13.7"
"Estimated Population (Persons in April)","2022","35 - 39 years","Male","West","Thousand","16.1"
"Estimated Population (Persons in April)","2022","35 - 39 years","Male","Mid-West","Thousand","16.7"
"Estimated Population (Persons in April)","2022","35 - 39 years","Male","South-East","Thousand","14.8"
"Estimated Population (Persons in April)","2022","35 - 39 years","Male","South-West","Thousand","25.4"
"Estimated Population (Persons in April)","2022","35 - 39 years","Male","Dublin","Thousand","58.8"
"Estimated Population (Persons in April)","2022","35 - 39 years","Male","Mid-East","Thousand","27.4"
"Estimated Population (Persons in April)","2022","35 - 39 years","Male","Midland","Thousand","11.4"
"Estimated Population (Persons in April)","2022","35 - 39 years","Female","State","Thousand","201.5"
"Estimated Population (Persons in April)","2022","35 - 39 years","Female","Border","Thousand","15"
"Estimated Population (Persons in April)","2022","35 - 39 years","Female","West","Thousand","17.8"
"Estimated Population (Persons in April)","2022","35 - 39 years","Female","Mid-West","Thousand","18.5"
"Estimated Population (Persons in April)","2022","35 - 39 years","Female","South-East","Thousand","16.9"
"Estimated Population (Persons in April)","2022","35 - 39 years","Female","South-West","Thousand","28.1"
"Estimated Population (Persons in April)","2022","35 - 39 years","Female","Dublin","Thousand","62.1"
"Estimated Population (Persons in April)","2022","35 - 39 years","Female","Mid-East","Thousand","30.8"
"Estimated Population (Persons in April)","2022","35 - 39 years","Female","Midland","Thousand","12.4"
"Estimated Population (Persons in April)","2022","40 - 44 years","Both sexes","State","Thousand","414.7"
"Estimated Population (Persons in April)","2022","40 - 44 years","Both sexes","Border","Thousand","31.7"
"Estimated Population (Persons in April)","2022","40 - 44 years","Both sexes","West","Thousand","37.5"
"Estimated Population (Persons in April)","2022","40 - 44 years","Both sexes","Mid-West","Thousand","38.7"
"Estimated Population (Persons in April)","2022","40 - 44 years","Both sexes","South-East","Thousand","35.7"
"Estimated Population (Persons in April)","2022","40 - 44 years","Both sexes","South-West","Thousand","58.8"
"Estimated Population (Persons in April)","2022","40 - 44 years","Both sexes","Dublin","Thousand","121.5"
"Estimated Population (Persons in April)","2022","40 - 44 years","Both sexes","Mid-East","Thousand","65.1"
"Estimated Population (Persons in April)","2022","40 - 44 years","Both sexes","Midland","Thousand","25.6"
"Estimated Population (Persons in April)","2022","40 - 44 years","Male","State","Thousand","202.1"
"Estimated Population (Persons in April)","2022","40 - 44 years","Male","Border","Thousand","15.4"
"Estimated Population (Persons in April)","2022","40 - 44 years","Male","West","Thousand","18.2"
"Estimated Population (Persons in April)","2022","40 - 44 years","Male","Mid-West","Thousand","18.8"
"Estimated Population (Persons in April)","2022","40 - 44 years","Male","South-East","Thousand","17.4"
"Estimated Population (Persons in April)","2022","40 - 44 years","Male","South-West","Thousand","28.6"
"Estimated Population (Persons in April)","2022","40 - 44 years","Male","Dublin","Thousand","59.8"
"Estimated Population (Persons in April)","2022","40 - 44 years","Male","Mid-East","Thousand","31.4"
"Estimated Population (Persons in April)","2022","40 - 44 years","Male","Midland","Thousand","12.5"
"Estimated Population (Persons in April)","2022","40 - 44 years","Female","State","Thousand","212.7"
"Estimated Population (Persons in April)","2022","40 - 44 years","Female","Border","Thousand","16.3"
"Estimated Population (Persons in April)","2022","40 - 44 years","Female","West","Thousand","19.3"
"Estimated Population (Persons in April)","2022","40 - 44 years","Female","Mid-West","Thousand","19.9"
"Estimated Population (Persons in April)","2022","40 - 44 years","Female","South-East","Thousand","18.3"
"Estimated Population (Persons in April)","2022","40 - 44 years","Female","South-West","Thousand","30.2"
"Estimated Population (Persons in April)","2022","40 - 44 years","Female","Dublin","Thousand","61.7"
"Estimated Population (Persons in April)","2022","40 - 44 years","Female","Mid-East","Thousand","33.7"
"Estimated Population (Persons in April)","2022","40 - 44 years","Female","Midland","Thousand","13.1"
"Estimated Population (Persons in April)","2022","45 - 49 years","Both sexes","State","Thousand","376"
"Estimated Population (Persons in April)","2022","45 - 49 years","Both sexes","Border","Thousand","29.8"
"Estimated Population (Persons in April)","2022","45 - 49 years","Both sexes","West","Thousand","35"
"Estimated Population (Persons in April)","2022","45 - 49 years","Both sexes","Mid-West","Thousand","36.8"
"Estimated Population (Persons in April)","2022","45 - 49 years","Both sexes","South-East","Thousand","33.6"
"Estimated Population (Persons in April)","2022","45 - 49 years","Both sexes","South-West","Thousand","54.3"
"Estimated Population (Persons in April)","2022","45 - 49 years","Both sexes","Dublin","Thousand","103"
"Estimated Population (Persons in April)","2022","45 - 49 years","Both sexes","Mid-East","Thousand","60.3"
"Estimated Population (Persons in April)","2022","45 - 49 years","Both sexes","Midland","Thousand","23.2"
"Estimated Population (Persons in April)","2022","45 - 49 years","Male","State","Thousand","186.5"
"Estimated Population (Persons in April)","2022","45 - 49 years","Male","Border","Thousand","14.8"
"Estimated Population (Persons in April)","2022","45 - 49 years","Male","West","Thousand","17.3"
"Estimated Population (Persons in April)","2022","45 - 49 years","Male","Mid-West","Thousand","18.4"
"Estimated Population (Persons in April)","2022","45 - 49 years","Male","South-East","Thousand","16.5"
"Estimated Population (Persons in April)","2022","45 - 49 years","Male","South-West","Thousand","27.1"
"Estimated Population (Persons in April)","2022","45 - 49 years","Male","Dublin","Thousand","51.1"
"Estimated Population (Persons in April)","2022","45 - 49 years","Male","Mid-East","Thousand","29.8"
"Estimated Population (Persons in April)","2022","45 - 49 years","Male","Midland","Thousand","11.6"
"Estimated Population (Persons in April)","2022","45 - 49 years","Female","State","Thousand","189.5"
"Estimated Population (Persons in April)","2022","45 - 49 years","Female","Border","Thousand","15"
"Estimated Population (Persons in April)","2022","45 - 49 years","Female","West","Thousand","17.7"
"Estimated Population (Persons in April)","2022","45 - 49 years","Female","Mid-West","Thousand","18.4"
"Estimated Population (Persons in April)","2022","45 - 49 years","Female","South-East","Thousand","17.1"
